clip,seizure,early
Dog_2_test_segment_1301.mat,0.13025,0.0135
Dog_2_test_segment_1302.mat,0.2445,0.06675
Dog_2_test_segment_1303.mat,0.0795,0.002
Dog_2_test_segment_1304.mat,0.62275,0.00825
Dog_2_test_segment_1305.mat,0.27025,0.015
Dog_2_test_segment_1306.mat,0.19625,0.05625
Dog_2_test_segment_1307.mat,0.414,0.14725
Dog_2_test_segment_1308.mat,0.36125,0.12825
Dog_2_test_segment_1309.mat,0.22325,0.101
Dog_2_test_segment_131.mat,0.4565,0.00725
Dog_2_test_segment_1310.mat,0.81375,0.3545
Dog_2_test_segment_1311.mat,0.2725,0.0115
Dog_2_test_segment_1312.mat,0.32275,0.021
Dog_2_test_segment_1313.mat,0.11275,0.01025
Dog_2_test_segment_1314.mat,0.24725,0.04025
Dog_2_test_segment_1315.mat,0.05175,0.002
Dog_2_test_segment_1316.mat,0.10525,0.00325
Dog_2_test_segment_1317.mat,0.212,0.10975
Dog_2_test_segment_1318.mat,0.04225,0.001
Dog_2_test_segment_1319.mat,0.45725,0.2
Dog_2_test_segment_132.mat,0.0855,0.003
Dog_2_test_segment_1320.mat,0.08225,0.0035
Dog_2_test_segment_1321.mat,0.21725,0.01625
Dog_2_test_segment_1322.mat,0.14175,0.006
Dog_2_test_segment_1323.mat,0.1315,0.02225
Dog_2_test_segment_1324.mat,0.202,0.032
Dog_2_test_segment_1325.mat,0.009,0
Dog_2_test_segment_1326.mat,0.661,0.479
Dog_2_test_segment_1327.mat,0.16225,0.03125
Dog_2_test_segment_1328.mat,0.30675,0.0495
Dog_2_test_segment_1329.mat,0.06175,0.005
Dog_2_test_segment_133.mat,0.252,0.01125
Dog_2_test_segment_1330.mat,0.2675,0.01525
Dog_2_test_segment_1331.mat,0.3815,0.21575
Dog_2_test_segment_1332.mat,0.23025,0.08625
Dog_2_test_segment_1333.mat,0.4415,0.27125
Dog_2_test_segment_1334.mat,0.18875,0.007
Dog_2_test_segment_1335.mat,0.084,0.00275
Dog_2_test_segment_1336.mat,0.35025,0.21
Dog_2_test_segment_1337.mat,0.1355,0.01775
Dog_2_test_segment_1338.mat,0.5405,0.30525
Dog_2_test_segment_1339.mat,0.2075,0.025
Dog_2_test_segment_134.mat,0.03575,0.001
Dog_2_test_segment_1340.mat,0.3415,0.1315
Dog_2_test_segment_1341.mat,0.105,0.004
Dog_2_test_segment_1342.mat,0.012,0.001
Dog_2_test_segment_1343.mat,0.383,0.01
Dog_2_test_segment_1344.mat,0.37975,0.136
Dog_2_test_segment_1345.mat,0.02575,0
Dog_2_test_segment_1346.mat,0.24675,0.00775
Dog_2_test_segment_1347.mat,0.3745,0.2245
Dog_2_test_segment_1348.mat,0.10625,0.00425
Dog_2_test_segment_1349.mat,0.0365,0.001
Dog_2_test_segment_135.mat,0.65125,0.17175
Dog_2_test_segment_1350.mat,0.41625,0.23675
Dog_2_test_segment_1351.mat,0.58125,0.04375
Dog_2_test_segment_1352.mat,0.33075,0.00625
Dog_2_test_segment_1353.mat,0.2715,0.00575
Dog_2_test_segment_1354.mat,0.615,0.3755
Dog_2_test_segment_1355.mat,0.17475,0.0145
Dog_2_test_segment_1356.mat,0.162,0.033
Dog_2_test_segment_1357.mat,0.8275,0.02575
Dog_2_test_segment_1358.mat,0.11275,0.0055
Dog_2_test_segment_1359.mat,0.37275,0.19
Dog_2_test_segment_136.mat,0.14325,0.01575
Dog_2_test_segment_1360.mat,0.139,0.017
Dog_2_test_segment_1361.mat,0.07975,0.003
Dog_2_test_segment_1362.mat,0.08375,0.00225
Dog_2_test_segment_1363.mat,0.064,0.001
Dog_2_test_segment_1364.mat,0.158,0.0635
Dog_2_test_segment_1365.mat,0.149,0.01125
Dog_2_test_segment_1366.mat,0.01475,0
Dog_2_test_segment_1367.mat,0.41975,0.141
Dog_2_test_segment_1368.mat,0.4225,0.10825
Dog_2_test_segment_1369.mat,0.1305,0.01325
Dog_2_test_segment_137.mat,0.12,0.009
Dog_2_test_segment_1370.mat,0.15375,0.025
Dog_2_test_segment_1371.mat,0.1805,0.0295
Dog_2_test_segment_1372.mat,0.22325,0.00975
Dog_2_test_segment_1373.mat,0.12275,0.0095
Dog_2_test_segment_1374.mat,0.12,0.01
Dog_2_test_segment_1375.mat,0.205,0.01725
Dog_2_test_segment_1376.mat,0.279,0.0055
Dog_2_test_segment_1377.mat,0.179,0.02875
Dog_2_test_segment_1378.mat,0.31425,0.01175
Dog_2_test_segment_1379.mat,0.2905,0.0065
Dog_2_test_segment_138.mat,0.028,0.002
Dog_2_test_segment_1380.mat,0.0425,0.002
Dog_2_test_segment_1381.mat,0.421,0.1595
Dog_2_test_segment_1382.mat,0.5205,0.244
Dog_2_test_segment_1383.mat,0.1865,0.006
Dog_2_test_segment_1384.mat,0.642,0.40775
Dog_2_test_segment_1385.mat,0.4245,0.29225
Dog_2_test_segment_1386.mat,0.11925,0.01475
Dog_2_test_segment_1387.mat,0.37625,0.14175
Dog_2_test_segment_1388.mat,0.5065,0.1715
Dog_2_test_segment_1389.mat,0.10775,0.007
Dog_2_test_segment_139.mat,0.084,0.00875
Dog_2_test_segment_1390.mat,0.03325,0.001
Dog_2_test_segment_1391.mat,0.20025,0.01725
Dog_2_test_segment_1392.mat,0.0855,0.00175
Dog_2_test_segment_1393.mat,0.03875,0.003
Dog_2_test_segment_1394.mat,0.4885,0.265
Dog_2_test_segment_1395.mat,0.0285,0
Dog_2_test_segment_1396.mat,0.02475,0
Dog_2_test_segment_1397.mat,0.642,0.31925
Dog_2_test_segment_1398.mat,0.25125,0.0045
Dog_2_test_segment_1399.mat,0.11875,0.00525
Dog_2_test_segment_14.mat,0.107,0.01275
Dog_2_test_segment_140.mat,0.38175,0.0125
Dog_2_test_segment_1400.mat,0.298,0.02025
Dog_2_test_segment_1401.mat,0.01325,0
Dog_2_test_segment_1402.mat,0.011,0
Dog_2_test_segment_1403.mat,0.31225,0.13975
Dog_2_test_segment_1404.mat,0.38525,0.1315
Dog_2_test_segment_1405.mat,0.0995,0.00075
Dog_2_test_segment_1406.mat,0.07925,0.001
Dog_2_test_segment_1407.mat,0.05875,0.002
Dog_2_test_segment_1408.mat,0.309,0.02975
Dog_2_test_segment_1409.mat,0.142,0.0085
Dog_2_test_segment_141.mat,0.27325,0.02425
Dog_2_test_segment_1410.mat,0.2945,0.11775
Dog_2_test_segment_1411.mat,0.2895,0.13775
Dog_2_test_segment_1412.mat,0.27375,0.00275
Dog_2_test_segment_1413.mat,0.29425,0.025
Dog_2_test_segment_1414.mat,0.539,0.29725
Dog_2_test_segment_1415.mat,0.32825,0.04175
Dog_2_test_segment_1416.mat,0.20125,0.022
Dog_2_test_segment_1417.mat,0.56125,0.29725
Dog_2_test_segment_1418.mat,0.09175,0.00625
Dog_2_test_segment_1419.mat,0.09325,0.003
Dog_2_test_segment_142.mat,0.45,0.00625
Dog_2_test_segment_1420.mat,0.22175,0.111
Dog_2_test_segment_1421.mat,0.292,0.01725
Dog_2_test_segment_1422.mat,0.39025,0.24975
Dog_2_test_segment_1423.mat,0.3465,0.23325
Dog_2_test_segment_1424.mat,0.032,0.001
Dog_2_test_segment_1425.mat,0.40875,0.0175
Dog_2_test_segment_1426.mat,0.19675,0.00925
Dog_2_test_segment_1427.mat,0.28225,0.03525
Dog_2_test_segment_1428.mat,0.8025,0.12575
Dog_2_test_segment_1429.mat,0.514,0.26725
Dog_2_test_segment_143.mat,0.81775,0.0275
Dog_2_test_segment_1430.mat,0.81775,0.058
Dog_2_test_segment_1431.mat,0.3235,0.06025
Dog_2_test_segment_1432.mat,0.01675,0
Dog_2_test_segment_1433.mat,0.25175,0.15825
Dog_2_test_segment_1434.mat,0.21575,0.01125
Dog_2_test_segment_1435.mat,0.024,0
Dog_2_test_segment_1436.mat,0.05675,0.002
Dog_2_test_segment_1437.mat,0.3565,0.16375
Dog_2_test_segment_1438.mat,0.0925,0.002
Dog_2_test_segment_1439.mat,0.1705,0.03875
Dog_2_test_segment_144.mat,0.1295,0.004
Dog_2_test_segment_1440.mat,0.03375,0
Dog_2_test_segment_1441.mat,0.1605,0.01275
Dog_2_test_segment_1442.mat,0.26825,0.04125
Dog_2_test_segment_1443.mat,0.25975,0.01725
Dog_2_test_segment_1444.mat,0.80875,0.5925
Dog_2_test_segment_1445.mat,0.126,0.01125
Dog_2_test_segment_1446.mat,0.26,0.05575
Dog_2_test_segment_1447.mat,0.34825,0.02075
Dog_2_test_segment_1448.mat,0.318,0.05775
Dog_2_test_segment_1449.mat,0.139,0.0385
Dog_2_test_segment_145.mat,0.27075,0.01275
Dog_2_test_segment_1450.mat,0.3145,0.138
Dog_2_test_segment_1451.mat,0.079,0
Dog_2_test_segment_1452.mat,0.129,0.01625
Dog_2_test_segment_1453.mat,0.664,0.23975
Dog_2_test_segment_1454.mat,0.5635,0.28425
Dog_2_test_segment_1455.mat,0.08425,0.00475
Dog_2_test_segment_1456.mat,0.82725,0.0175
Dog_2_test_segment_1457.mat,0.26625,0.02275
Dog_2_test_segment_1458.mat,0.087,0.035
Dog_2_test_segment_1459.mat,0.227,0.10525
Dog_2_test_segment_146.mat,0.1525,0.03125
Dog_2_test_segment_1460.mat,0.15975,0.01325
Dog_2_test_segment_1461.mat,0.135,0.0155
Dog_2_test_segment_1462.mat,0.599,0.0145
Dog_2_test_segment_1463.mat,0.062,0.002
Dog_2_test_segment_1464.mat,0.0465,0.002
Dog_2_test_segment_1465.mat,0.78425,0.3465
Dog_2_test_segment_1466.mat,0.34275,0.007
Dog_2_test_segment_1467.mat,0.14025,0.017
Dog_2_test_segment_1468.mat,0.27,0.1155
Dog_2_test_segment_1469.mat,0.58375,0.2945
Dog_2_test_segment_147.mat,0.22875,0.01275
Dog_2_test_segment_1470.mat,0.338,0.1565
Dog_2_test_segment_1471.mat,0.235,0.00625
Dog_2_test_segment_1472.mat,0.13975,0.00325
Dog_2_test_segment_1473.mat,0.027,0
Dog_2_test_segment_1474.mat,0.469,0.23675
Dog_2_test_segment_1475.mat,0.22275,0.0095
Dog_2_test_segment_1476.mat,0.42325,0.21825
Dog_2_test_segment_1477.mat,0.0695,0.00525
Dog_2_test_segment_1478.mat,0.80825,0.03775
Dog_2_test_segment_1479.mat,0.17125,0.0305
Dog_2_test_segment_148.mat,0.15775,0.01025
Dog_2_test_segment_1480.mat,0.42525,0.01275
Dog_2_test_segment_1481.mat,0.00925,0.001
Dog_2_test_segment_1482.mat,0.24125,0.059
Dog_2_test_segment_1483.mat,0.02575,0.004
Dog_2_test_segment_1484.mat,0.1635,0.02025
Dog_2_test_segment_1485.mat,0.27625,0.021
Dog_2_test_segment_1486.mat,0.51075,0.352
Dog_2_test_segment_1487.mat,0.01875,0
Dog_2_test_segment_1488.mat,0.4905,0.01475
Dog_2_test_segment_1489.mat,0.62475,0.0385
Dog_2_test_segment_149.mat,0.09325,0.00225
Dog_2_test_segment_1490.mat,0.19725,0.0125
Dog_2_test_segment_1491.mat,0.13475,0.013
Dog_2_test_segment_1492.mat,0.5705,0.0155
Dog_2_test_segment_1493.mat,0.10175,0.00325
Dog_2_test_segment_1494.mat,0.0115,0
Dog_2_test_segment_1495.mat,0.031,0.002
Dog_2_test_segment_1496.mat,0.1315,0.01325
Dog_2_test_segment_1497.mat,0.13175,0.00825
Dog_2_test_segment_1498.mat,0.55875,0.2705
Dog_2_test_segment_1499.mat,0.122,0.00225
Dog_2_test_segment_15.mat,0.03225,0
Dog_2_test_segment_150.mat,0.262,0.05875
Dog_2_test_segment_1500.mat,0.0125,0.002
Dog_2_test_segment_1501.mat,0.38825,0.01425
Dog_2_test_segment_1502.mat,0.111,0.00425
Dog_2_test_segment_1503.mat,0.80075,0.3935
Dog_2_test_segment_1504.mat,0.2855,0.072
Dog_2_test_segment_1505.mat,0.35725,0.14525
Dog_2_test_segment_1506.mat,0.67725,0.3985
Dog_2_test_segment_1507.mat,0.1035,0.008
Dog_2_test_segment_1508.mat,0.1215,0.00975
Dog_2_test_segment_1509.mat,0.384,0.15975
Dog_2_test_segment_151.mat,0.0295,0
Dog_2_test_segment_1510.mat,0.18325,0.004
Dog_2_test_segment_1511.mat,0.278,0.10625
Dog_2_test_segment_1512.mat,0.45675,0.23975
Dog_2_test_segment_1513.mat,0.26875,0.07325
Dog_2_test_segment_1514.mat,0.419,0.12925
Dog_2_test_segment_1515.mat,0.265,0.10275
Dog_2_test_segment_1516.mat,0.833,0.4605
Dog_2_test_segment_1517.mat,0.3735,0.20475
Dog_2_test_segment_1518.mat,0.80725,0.02875
Dog_2_test_segment_1519.mat,0.124,0.00575
Dog_2_test_segment_152.mat,0.454,0.2605
Dog_2_test_segment_1520.mat,0.4555,0.25425
Dog_2_test_segment_1521.mat,0.42825,0.00925
Dog_2_test_segment_1522.mat,0.0825,0.00525
Dog_2_test_segment_1523.mat,0.3305,0.1595
Dog_2_test_segment_1524.mat,0.56875,0.4045
Dog_2_test_segment_1525.mat,0.16125,0.02525
Dog_2_test_segment_1526.mat,0.1015,0.01
Dog_2_test_segment_1527.mat,0.389,0.16125
Dog_2_test_segment_1528.mat,0.0885,0.00225
Dog_2_test_segment_1529.mat,0.1775,0.013
Dog_2_test_segment_153.mat,0.17575,0.0045
Dog_2_test_segment_1530.mat,0.26975,0.068
Dog_2_test_segment_1531.mat,0.11125,0.0015
Dog_2_test_segment_1532.mat,0.573,0.29075
Dog_2_test_segment_1533.mat,0.188,0.0435
Dog_2_test_segment_1534.mat,0.21775,0.0375
Dog_2_test_segment_1535.mat,0.045,0
Dog_2_test_segment_1536.mat,0.09125,0.005
Dog_2_test_segment_1537.mat,0.15325,0.016
Dog_2_test_segment_1538.mat,0.24575,0.02875
Dog_2_test_segment_1539.mat,0.074,0.00475
Dog_2_test_segment_154.mat,0.30175,0.02125
Dog_2_test_segment_1540.mat,0.2455,0.00775
Dog_2_test_segment_1541.mat,0.36975,0.0105
Dog_2_test_segment_1542.mat,0.02875,0
Dog_2_test_segment_1543.mat,0.6765,0.0205
Dog_2_test_segment_1544.mat,0.2185,0.02325
Dog_2_test_segment_1545.mat,0.2245,0.0135
Dog_2_test_segment_1546.mat,0.252,0.01225
Dog_2_test_segment_1547.mat,0.5195,0.21125
Dog_2_test_segment_1548.mat,0.049,0.00225
Dog_2_test_segment_1549.mat,0.445,0.34025
Dog_2_test_segment_155.mat,0.02225,0.004
Dog_2_test_segment_1550.mat,0.46275,0.2675
Dog_2_test_segment_1551.mat,0.13,0.0125
Dog_2_test_segment_1552.mat,0.2145,0.00575
Dog_2_test_segment_1553.mat,0.03775,0.001
Dog_2_test_segment_1554.mat,0.80875,0.0395
Dog_2_test_segment_1555.mat,0.8285,0.557
Dog_2_test_segment_1556.mat,0.112,0.011
Dog_2_test_segment_1557.mat,0.07425,0.00225
Dog_2_test_segment_1558.mat,0.0695,0.00175
Dog_2_test_segment_1559.mat,0.50575,0.00675
Dog_2_test_segment_156.mat,0.40725,0.00625
Dog_2_test_segment_1560.mat,0.402,0.21775
Dog_2_test_segment_1561.mat,0.0155,0
Dog_2_test_segment_1562.mat,0.3445,0.16525
Dog_2_test_segment_1563.mat,0.399,0.0065
Dog_2_test_segment_1564.mat,0.1825,0.0085
Dog_2_test_segment_1565.mat,0.29675,0.04475
Dog_2_test_segment_1566.mat,0.102,0.0065
Dog_2_test_segment_1567.mat,0.224,0.029
Dog_2_test_segment_1568.mat,0.161,0.01325
Dog_2_test_segment_1569.mat,0.03175,0.002
Dog_2_test_segment_157.mat,0.77525,0.062
Dog_2_test_segment_1570.mat,0.13925,0.0285
Dog_2_test_segment_1571.mat,0.4575,0.222
Dog_2_test_segment_1572.mat,0.04725,0
Dog_2_test_segment_1573.mat,0.40525,0.0295
Dog_2_test_segment_1574.mat,0.0355,0.00575
Dog_2_test_segment_1575.mat,0.2155,0.041
Dog_2_test_segment_1576.mat,0.2345,0.076
Dog_2_test_segment_1577.mat,0.08825,0.00475
Dog_2_test_segment_1578.mat,0.4695,0.252
Dog_2_test_segment_1579.mat,0.452,0.07475
Dog_2_test_segment_158.mat,0.4595,0.28225
Dog_2_test_segment_1580.mat,0.4315,0.00675
Dog_2_test_segment_1581.mat,0.2975,0.056
Dog_2_test_segment_1582.mat,0.80925,0.0335
Dog_2_test_segment_1583.mat,0.55125,0.01375
Dog_2_test_segment_1584.mat,0.10425,0.004
Dog_2_test_segment_1585.mat,0.44425,0.00575
Dog_2_test_segment_1586.mat,0.551,0.37825
Dog_2_test_segment_1587.mat,0.12575,0.008
Dog_2_test_segment_1588.mat,0.03225,0.003
Dog_2_test_segment_1589.mat,0.208,0.039
Dog_2_test_segment_159.mat,0.35775,0.165
Dog_2_test_segment_1590.mat,0.123,0.0115
Dog_2_test_segment_1591.mat,0.314,0.00375
Dog_2_test_segment_1592.mat,0.80675,0.192
Dog_2_test_segment_1593.mat,0.34975,0.0105
Dog_2_test_segment_1594.mat,0.249,0.01675
Dog_2_test_segment_1595.mat,0.3145,0.1315
Dog_2_test_segment_1596.mat,0.2135,0.02425
Dog_2_test_segment_1597.mat,0.463,0.0295
Dog_2_test_segment_1598.mat,0.341,0.193
Dog_2_test_segment_1599.mat,0.27775,0.101
Dog_2_test_segment_16.mat,0.2785,0.09325
Dog_2_test_segment_160.mat,0.6625,0.13725
Dog_2_test_segment_1600.mat,0.07625,0.002
Dog_2_test_segment_1601.mat,0.10925,0.0035
Dog_2_test_segment_1602.mat,0.02375,0.001
Dog_2_test_segment_1603.mat,0.10125,0.0035
Dog_2_test_segment_1604.mat,0.289,0.08075
Dog_2_test_segment_1605.mat,0.1145,0.00825
Dog_2_test_segment_1606.mat,0.16475,0.0275
Dog_2_test_segment_1607.mat,0.318,0.05075
Dog_2_test_segment_1608.mat,0.0115,0
Dog_2_test_segment_1609.mat,0.20225,0.02225
Dog_2_test_segment_161.mat,0.4155,0.21275
Dog_2_test_segment_1610.mat,0.245,0.046
Dog_2_test_segment_1611.mat,0.199,0.0115
Dog_2_test_segment_1612.mat,0.36275,0.232
Dog_2_test_segment_1613.mat,0.30375,0.12875
Dog_2_test_segment_1614.mat,0.067,0.00275
Dog_2_test_segment_1615.mat,0.8065,0.01125
Dog_2_test_segment_1616.mat,0.06325,0.00225
Dog_2_test_segment_1617.mat,0.07,0.00125
Dog_2_test_segment_1618.mat,0.339,0.0555
Dog_2_test_segment_1619.mat,0.2665,0.02875
Dog_2_test_segment_162.mat,0.23525,0.01825
Dog_2_test_segment_1620.mat,0.29225,0.05975
Dog_2_test_segment_1621.mat,0.103,0.00575
Dog_2_test_segment_1622.mat,0.58075,0.011
Dog_2_test_segment_1623.mat,0.0115,0.001
Dog_2_test_segment_1624.mat,0.4385,0.0115
Dog_2_test_segment_1625.mat,0.2355,0.086
Dog_2_test_segment_1626.mat,0.3735,0.198
Dog_2_test_segment_1627.mat,0.7735,0.01425
Dog_2_test_segment_1628.mat,0.534,0.017
Dog_2_test_segment_1629.mat,0.05725,0
Dog_2_test_segment_163.mat,0.47425,0.0165
Dog_2_test_segment_1630.mat,0.103,0.00775
Dog_2_test_segment_1631.mat,0.23775,0.01775
Dog_2_test_segment_1632.mat,0.143,0.015
Dog_2_test_segment_1633.mat,0.32625,0.1195
Dog_2_test_segment_1634.mat,0.3105,0.049
Dog_2_test_segment_1635.mat,0.271,0.10425
Dog_2_test_segment_1636.mat,0.607,0.0075
Dog_2_test_segment_1637.mat,0.2795,0.01
Dog_2_test_segment_1638.mat,0.52875,0.01775
Dog_2_test_segment_1639.mat,0.33775,0.1735
Dog_2_test_segment_164.mat,0.125,0.00625
Dog_2_test_segment_1640.mat,0.0585,0.003
Dog_2_test_segment_1641.mat,0.18875,0.043
Dog_2_test_segment_1642.mat,0.23,0.06075
Dog_2_test_segment_1643.mat,0.41075,0.187
Dog_2_test_segment_1644.mat,0.098,0.00375
Dog_2_test_segment_1645.mat,0.02175,0
Dog_2_test_segment_1646.mat,0.121,0.00475
Dog_2_test_segment_1647.mat,0.2605,0.00825
Dog_2_test_segment_1648.mat,0.4265,0.24275
Dog_2_test_segment_1649.mat,0.16025,0.014
Dog_2_test_segment_165.mat,0.2625,0.011
Dog_2_test_segment_1650.mat,0.316,0.0065
Dog_2_test_segment_1651.mat,0.23325,0.05075
Dog_2_test_segment_1652.mat,0.168,0.00825
Dog_2_test_segment_1653.mat,0.1805,0.026
Dog_2_test_segment_1654.mat,0.22875,0.0045
Dog_2_test_segment_1655.mat,0.08275,0.0005
Dog_2_test_segment_1656.mat,0.29475,0.022
Dog_2_test_segment_1657.mat,0.2945,0.008
Dog_2_test_segment_1658.mat,0.51575,0.259
Dog_2_test_segment_1659.mat,0.1285,0.00175
Dog_2_test_segment_166.mat,0.37325,0.0075
Dog_2_test_segment_1660.mat,0.3155,0.1825
Dog_2_test_segment_1661.mat,0.5605,0.0075
Dog_2_test_segment_1662.mat,0.22225,0.04175
Dog_2_test_segment_1663.mat,0.43675,0.00625
Dog_2_test_segment_1664.mat,0.2185,0.0775
Dog_2_test_segment_1665.mat,0.1955,0.05775
Dog_2_test_segment_1666.mat,0.42825,0.2415
Dog_2_test_segment_1667.mat,0.16575,0.00525
Dog_2_test_segment_1668.mat,0.1025,0.00475
Dog_2_test_segment_1669.mat,0.227,0.01325
Dog_2_test_segment_167.mat,0.3245,0.00175
Dog_2_test_segment_1670.mat,0.28625,0.09775
Dog_2_test_segment_1671.mat,0.06975,0.00125
Dog_2_test_segment_1672.mat,0.14925,0.01975
Dog_2_test_segment_1673.mat,0.5795,0.012
Dog_2_test_segment_1674.mat,0.10775,0.0215
Dog_2_test_segment_1675.mat,0.27325,0.0245
Dog_2_test_segment_1676.mat,0.33125,0.15275
Dog_2_test_segment_1677.mat,0.13225,0.002
Dog_2_test_segment_1678.mat,0.09975,0.012
Dog_2_test_segment_1679.mat,0.3655,0.1265
Dog_2_test_segment_168.mat,0.24125,0.0375
Dog_2_test_segment_1680.mat,0.00925,0.00025
Dog_2_test_segment_1681.mat,0.038,0
Dog_2_test_segment_1682.mat,0.8185,0.033
Dog_2_test_segment_1683.mat,0.332,0.01325
Dog_2_test_segment_1684.mat,0.059,0.0025
Dog_2_test_segment_1685.mat,0.21775,0.025
Dog_2_test_segment_1686.mat,0.26375,0.049
Dog_2_test_segment_1687.mat,0.4655,0.005
Dog_2_test_segment_1688.mat,0.5025,0.23475
Dog_2_test_segment_1689.mat,0.56725,0.3995
Dog_2_test_segment_169.mat,0.03175,0
Dog_2_test_segment_1690.mat,0.24,0.07
Dog_2_test_segment_1691.mat,0.22925,0.0535
Dog_2_test_segment_1692.mat,0.6045,0.30625
Dog_2_test_segment_1693.mat,0.3945,0.21175
Dog_2_test_segment_1694.mat,0.249,0.04725
Dog_2_test_segment_1695.mat,0.40675,0.2565
Dog_2_test_segment_1696.mat,0.1365,0.023
Dog_2_test_segment_1697.mat,0.11575,0.00725
Dog_2_test_segment_1698.mat,0.82375,0.46475
Dog_2_test_segment_1699.mat,0.30175,0.015
Dog_2_test_segment_17.mat,0.493,0.018
Dog_2_test_segment_170.mat,0.107,0.0175
Dog_2_test_segment_1700.mat,0.1305,0.0045
Dog_2_test_segment_1701.mat,0.358,0.11625
Dog_2_test_segment_1702.mat,0.48725,0.2655
Dog_2_test_segment_1703.mat,0.1385,0.0155
Dog_2_test_segment_1704.mat,0.2235,0.08125
Dog_2_test_segment_1705.mat,0.023,0
Dog_2_test_segment_1706.mat,0.261,0.07175
Dog_2_test_segment_1707.mat,0.36225,0.14975
Dog_2_test_segment_1708.mat,0.14125,0.00275
Dog_2_test_segment_1709.mat,0.232,0.0445
Dog_2_test_segment_171.mat,0.42425,0.008
Dog_2_test_segment_1710.mat,0.05875,0.003
Dog_2_test_segment_1711.mat,0.35925,0.085
Dog_2_test_segment_1712.mat,0.3415,0.0955
Dog_2_test_segment_1713.mat,0.289,0.014
Dog_2_test_segment_1714.mat,0.47425,0.23625
Dog_2_test_segment_1715.mat,0.156,0.0275
Dog_2_test_segment_1716.mat,0.45575,0.3155
Dog_2_test_segment_1717.mat,0.2335,0.01825
Dog_2_test_segment_1718.mat,0.01,0
Dog_2_test_segment_1719.mat,0.288,0.00925
Dog_2_test_segment_172.mat,0.26975,0.05525
Dog_2_test_segment_1720.mat,0.23975,0.072
Dog_2_test_segment_1721.mat,0.46675,0.0095
Dog_2_test_segment_1722.mat,0.0225,0
Dog_2_test_segment_1723.mat,0.25175,0.12425
Dog_2_test_segment_1724.mat,0.20875,0.02375
Dog_2_test_segment_1725.mat,0.116,0.00475
Dog_2_test_segment_1726.mat,0.34375,0.12175
Dog_2_test_segment_1727.mat,0.20125,0.02175
Dog_2_test_segment_1728.mat,0.61025,0.007
Dog_2_test_segment_1729.mat,0.81475,0.05675
Dog_2_test_segment_173.mat,0.39525,0.1465
Dog_2_test_segment_1730.mat,0.07775,0.00225
Dog_2_test_segment_1731.mat,0.3605,0.02225
Dog_2_test_segment_1732.mat,0.2425,0.09075
Dog_2_test_segment_1733.mat,0.5395,0.26
Dog_2_test_segment_1734.mat,0.1595,0.03175
Dog_2_test_segment_1735.mat,0.47975,0.0115
Dog_2_test_segment_1736.mat,0.453,0.25325
Dog_2_test_segment_1737.mat,0.3115,0.142
Dog_2_test_segment_1738.mat,0.501,0.0075
Dog_2_test_segment_1739.mat,0.3445,0.1605
Dog_2_test_segment_174.mat,0.63475,0.394
Dog_2_test_segment_1740.mat,0.281,0.004
Dog_2_test_segment_1741.mat,0.32125,0.02025
Dog_2_test_segment_1742.mat,0.07475,0.004
Dog_2_test_segment_1743.mat,0.2065,0.0345
Dog_2_test_segment_1744.mat,0.037,0
Dog_2_test_segment_1745.mat,0.024,0
Dog_2_test_segment_1746.mat,0.16875,0.00475
Dog_2_test_segment_1747.mat,0.25325,0.097
Dog_2_test_segment_1748.mat,0.0195,0
Dog_2_test_segment_1749.mat,0.0545,0.00025
Dog_2_test_segment_175.mat,0.08075,0.002
Dog_2_test_segment_1750.mat,0.16425,0.01225
Dog_2_test_segment_1751.mat,0.07025,0.00025
Dog_2_test_segment_1752.mat,0.133,0.02875
Dog_2_test_segment_1753.mat,0.293,0.0555
Dog_2_test_segment_1754.mat,0.1485,0.0195
Dog_2_test_segment_1755.mat,0.54175,0.39975
Dog_2_test_segment_1756.mat,0.16975,0.01125
Dog_2_test_segment_1757.mat,0.0675,0.00075
Dog_2_test_segment_1758.mat,0.31025,0.0215
Dog_2_test_segment_1759.mat,0.7995,0.0135
Dog_2_test_segment_176.mat,0.365,0.1285
Dog_2_test_segment_1760.mat,0.1965,0.03475
Dog_2_test_segment_1761.mat,0.407,0.12225
Dog_2_test_segment_1762.mat,0.2155,0.005
Dog_2_test_segment_1763.mat,0.28125,0.021
Dog_2_test_segment_1764.mat,0.82675,0.18975
Dog_2_test_segment_1765.mat,0.0085,0
Dog_2_test_segment_1766.mat,0.1685,0.0225
Dog_2_test_segment_1767.mat,0.02775,0.002
Dog_2_test_segment_1768.mat,0.02275,0.002
Dog_2_test_segment_1769.mat,0.21,0.00475
Dog_2_test_segment_177.mat,0.16525,0.033
Dog_2_test_segment_1770.mat,0.54275,0.02175
Dog_2_test_segment_1771.mat,0.43925,0.01275
Dog_2_test_segment_1772.mat,0.61475,0.26875
Dog_2_test_segment_1773.mat,0.10525,0.00125
Dog_2_test_segment_1774.mat,0.0285,0.004
Dog_2_test_segment_1775.mat,0.2745,0.01725
Dog_2_test_segment_1776.mat,0.0225,0
Dog_2_test_segment_1777.mat,0.14575,0.0195
Dog_2_test_segment_1778.mat,0.14925,0.0165
Dog_2_test_segment_1779.mat,0.1585,0.011
Dog_2_test_segment_178.mat,0.0885,0.008
Dog_2_test_segment_1780.mat,0.175,0.004
Dog_2_test_segment_1781.mat,0.48325,0.2325
Dog_2_test_segment_1782.mat,0.81075,0.70425
